wallet,points,%
BTW1k7empBPduHdT5WPhb7fFCfHooAQwyd2neWjV8tdN,2408.262136996167,0.020581695540259133
HfAzevJPAaB7tpKq7HoKK9Etr6obJ6QUM3T7ffnDDhdM,5638.566883799878,0.04818880183471551
DfCp5qFXbS9iemnU7ttSWku5E8VNz7XMZEGYXUuiP573,7294.450583307978,0.06234045651955927
6tEmu7qL6p7wh2QAMD6xmUGMAkJBV6Q27xq5YdeV2Kg,3199.8878980483705,0.02734715522403122
9wLLpHHjiJWyMre9BxcxxqMjomTzy4aCJvsAiXH62AZP,2681.451079382778,0.022916446209959824
9baDmg2KBbvoqioggLTrfHg4Dbmr1pewxPb1v27CPdAx,1006.6582049914743,0.008603188319889807
5kaveq1Y3rVUky82sPNmX2E1yBxhPRvE82XJnGQbDzuL,3251.6660832649,0.027789666372374473
BT9jfPCxdnu5LmQmgujN9ffvSbUTFGvwx5tTgKEYWdVb,24230.774414992342,0.20708311360827023
FB97eNNL5eki9nXq2eTytfj3ruY1G6dyUdSZJLFh4Mkh,41647.12126523778,0.35592818441206925
J2q3NGT2T11E3kKxRabvtjrePVjpRpST7CUUXmQqDYur,64840.27161658517,0.5541434666347477
B4fULujaXv89bP5b7Tvnjfv21jrPPmsAws6JgKGpzkkW,2748.2797525776923,0.023487583123972353
DStKmtb8dwj8NSwdyyfvTnLSx6wVe8bSvrt3DmkuL3QZ,23030.408175100623,0.19682444113789196
FuwFjJLdAGk55xfgjLP4zk7x39bKv8YjSye8F3fne4dA,3437.943867061401,0.029381649476338333
CdrAqmH7zZVrVw34cpHskKhhaxDznYvZDrs52TYnYMdY,8893.904626988435,0.07600984726068849
9K3CEXAfysoDuAET7KaZRpYnrTLk5U6wxjoxUxeeLyy7,3079.807307412333,0.026320912225481205
7bqcGBzXnMV8EKSQ24QuCwP2pttGJggzED4mxSnepZqv,30333.96875777944,0.2592427543120662
27cqVQgHhizcv3nRsqKVq24QiqwgirdXMU8iC8sbP4kh,56943.678493521715,0.48665692811908834
7ZgirvYvJqKVo2gXVKgLSVYd7e7iZkJynMXV1C3ZoUsg,10786.713240913,0.0921863298824544
HxskuAkoj1iUdYGPnsVKjXWYK8J4Wz9BD2RBTQSRPxSe,5271.443524028598,0.045051260825183154
HGutXinAnrdEoL8amYPrWzsNp7miGtANfevWMRcDy1LV,13614.40582772053,0.11635259775216054
9B7ALn1iU16gFU3oozXy5kX5yDz4nLRyWtTbXScFoaeB,11572.7266636645,0.09890382492134854
F3A2kAWBNueNbVR9K9CwR8SQAunGieevpJhexa1SctK1,2631.5863286143863,0.022490287818504127
6ogxTqyanYGyZTe6gJUAoVaYR8kfBHnGHBjvvF9aUoow,17917.080490092758,0.15312448339920604
BQB1KrcdAiRu6BThUb8EzwX2YDSMCwqcd7DZPTLRyP2R,10552.836782299359,0.09018755491885182
9SD4K9To9fvAVA9my717go7BL6udrV7bhcC2LQm5g4HH,115238.8035099722,0.9848637039256696
GahhuDe71eLfS3LzX9ZL63nZUsLx3df1ZdtJRXCcL2tZ,10255.193294427812,0.0876438087241149
5JVTzZCztwMbqA2zGHKu2wL83pzGXgGgtTytgNukQtai,1775.4784819626595,0.015173745828025317
FFSCsReEoAgBUft5kWywog28F9FjvEznMFw9svmXAEKq,2007.2936739859238,0.017154904619061495
DmHhENyvzcjwtwQoR9uZc8QCSwXgk9tUqixDFD3pvGPB,27868.48825364074,0.2381720542760975
D6ycCP55ZjZUCb9XHoE6e1XEyifA8RDFqku8Bsbg4463,1082.0994296353604,0.009247930556605555
D3sBcExcavEiEvEXxa8irMXsMxp73A3dBVbiAWiDeFNs,34336.38065569827,0.29344850867916533
G8MTqtcFEtyNH2vUiciRMYsgvQ1ZJmTzZpjqCAboeEhZ,9096.388382550771,0.077740331224544
AqwiwuRUdPFWvtNpXDrvfe2fJWRBeo7sGWeZphacgFGR,1703.6633456382187,0.014559993176972366
Bv26RX9m6tt99uxFoacNi841Dj4J4udGjYMdLitVMofE,3693.0673877851837,0.031562007896641084
EUbE9wz5uSdT9kAa3j9oX3A6qZAiiZfJfeDoZaM1s3fr,5509.991168440224,0.04708995707577072
Azmad12Wcc6LeSXZXLBaeim6REZmzeGbhX4xBxh57vP6,3596.5741532177317,0.03073734917487949
AZbSTA75x9Dh2i4GXfoA93F1BfULmJsKrBDJLfgd81Ve,8925.69250868233,0.07628151556989905
JDTghiAUEPx7KzowuqnuiZd7mhD4yP52MSQzYnbYxHFq,6954.792954319835,0.05943764548401319
D4pbX4NbiWuYEgreB9tRdX2wVDrcrjRiZc343KUjP227,6588.751058557233,0.056309346974548584
4tg2qFnpxkdbE3NqJLATNU5sSqzdrAQu7guHZCRdUidE,789.1622490221062,0.006744405806877078
2g9m9FWKfnc4KYECfXfXNvAGNQVqG5mvPYJi6W5fBU7V,17677.669397085378,0.15107840787049112
AcbH8ZcNKATdoEpKhyK3dQhZ2F4uQsAfrweuQqmTZ26Y,14699.5980846634,0.12562696049362831
8k72g2XXAD1hdHd8ykQQ14BUojTXt9f9k56nNU1tJrtM,9394.361531216811,0.08028689479451578
7JqCU4cfM9Fbxa3BB2WWQ7PD2huCwfAUSUWCJctNmKVx,12334.005596552604,0.10540993195065208
2RVY82MAkkaE28JpA9eqYsX6dC6bLh5aVE8wKRWRyp4U,8119.949059322796,0.06939540209266734
8m9PwzixekDGw9zgfBjUsEk5Y6vZz5KEneiHZhC3qoUF,3242.6845532846614,0.027712907653836657
AeqSuBfhUM1VRnJsZ6xURh2sTygDCjeMhh4oR3vKmBUg,15078.568309688073,0.12886574819470895
6shMiVrChNSLA5EphMUc6q97Bi9rCJE7JgPmfuKN5xzU,22771.388557583134,0.19461078556244502
FX5U6TbnF6Fm62Eo9fYWFQivBduG9x4KFFqTYpFvV1uW,2905.627259723283,0.024832319826982866
F5npdpFzH7A1hY67R6txfmy5CgiFSEwPRKRxJf8GHtm4,2442.701571643238,0.020876024777760155
7mAE3jDp3gYRXSGsHzwyHnDRE6NvUsNrrbbMjpp31S4o,1106.8587460372537,0.00945953074087965
3ipBcNLu9geXLjDwbqzqu1sADDaeBufwYJz5iMrMz9gN,4550.412719005929,0.03888912578342455
4ZPmBRKQrCREo3vxXt8WtZYaBGxb8xyVstBWBQriMCmt,9433.544234973677,0.08062176136355707
29mAKhhYp2j2NkhtJ595wBE6EdjBHXZMPz97qzKRpeDz,1635.7558690292337,0.013979636501092931
3Ve3iQhsNPxgCy9jtXYaPoQd9pM3L4qp9AUQXXWc6GE5,38729.64096464571,0.33099456511496644
EZAroVBzJK729DJ7tDxs1ariWFqoQksxxNk8m6NEXewu,48035.72686463394,0.41052703117115685
8UnusjxVrrvezKWKV1u2x16DRt7FgiS5872UHM4nnw8M,9035.60474105591,0.07722085687669086
AYURXM4s3JU5PYoxx3EFh3KQMvxWwTrKSxLX78PbQErZ,1009.1015333041973,0.008624069700975706
2bExAz3KYfB9WtaRFgTqdpbVSmYjqjtdn7ddMPtjMMsE,59620.225068042266,0.5095314590307509
28QEAWfX9Fm5NWMkScpTkk5iVEvpaENwPSzT89pU4MMj,842.476544520161,0.007200044992091789
4jhpt7yHUjgJKWbALC9Gu45kBfrGk41fV234BU3w9Nqe,2963.9803041985824,0.02533102159901498
9vff2J53NvedyFvVrAcMwqRaxcQoAYnGPMFBboMRyS7b,5997.781552392176,0.051258752912293544
5sMLzTSrQz5bLwQZAPaky9K8WN3BrUVD16kAgT8sXttz,23083.542205538095,0.19727853972645132
4m7mhn9dSKDziJsc2Dm2SPCA3SoFaurFASJnFfZ4w48k,2787.0178010649097,0.02381864954217472
djqijnkoWi4NWtCRvGnQm1J7XHJ2L1hstiAPZX2yP91,21973.22449507095,0.1877894476883661
9cqNyym54ezTphc3KTUXcWfsGhJG4mwHqTqZ39M8AuVT,1688.8034871278187,0.014432996585142101
3SnmMw2XGyfzgpeUMZBeetgRLN8XfLw3gF5Zbbe1sa2v,14894.103990097074,0.12728926347340758
HaFvj63bWHHPBXqadAZGKHsnDgYSCpAXc3JuTaYoPKmG,11767.007254075108,0.10056420229463583
1nHPMpWhfZUULFCC2yi12JWaZVa3uUqaHytioSUHvZo,2686.974881516572,0.022963654199487156
5sE4stLLUee6qb7BeB92ihDf2McGYQexLvN8aGTvF4N,10851.729951761294,0.09274198124911905
EwigvspSF5JXPjBAKNRr3PbSxX7u2is2MLfheuJwULWP,1632.706213574659,0.013953573275207132
2u6ZUdNeEi1JNFhRU3dz76AGRc9Tqq19biJ69F7mBYkz,20150.374906688863,0.1722108548651769
CF99FcFAFd8NCu4DBFQN32hCysfnNRQWoYsJCwr3QwZb,39354.44414151203,0.3363343113831567
3wsTWjX8hBhhSD44575H6pnAMzBdM52QVgdKJQLKLxNo,1708.960041378648,0.014605260250445885
DvxV1bMMzUSrjLZ11sU5bfV6TCZP6inomFR3NvrZfvAs,1414.0930872075942,0.012085243105135498
9AXM1KaLFdtcpmtJhrhHVrSQWCwAXP31DbCkgbpb4chg,2963.618474321969,0.025327929297623272
7KWDs7AH9pFYsE75cArxcmtD85J7JKajkRyQk3Xh3Uqq,8252.903995495548,0.07053167292250953
GfgZBZKh1a3i7TjJkuYnueQwqwKzsph3gpvUufwxfeFa,10169.690300209519,0.08691307573298943
E62Aq9dKX2YiujojCYG7J6aSMy8Kp7KUafoAMVAa5pRZ,887.7536145241602,0.007586995754411893
5br74rvNXLmuCyGysUE2zPeTkHRFVKPpDGFQ5orbULzb,72774.77132178686,0.6219539656198908
nZMnNS56eBNrVbU7Dvs2o9bNjdExkXvS9t8y2XuqEci,946.9605228786259,0.008092994890847919
8TeL2LsDdzvqCZaegroVkf5gQfEsZDX4ZVoA5naxQygr,12157.272483561017,0.10389952032743399
CQiUFewe9haNuV98Vcpv3dnnrhNcjpHFESQzbfLiYPv,11765.578876510286,0.10055199497230821
3nsc4r1KzfgzsNgQTeQXejZBX9VfojpWaGrVvaVpWmtB,3276.827500202279,0.028004703022584235
iMrb9mUqAAnaEyJnBUiuKkFero3yTGFXxRy3FeVdrG5,20925.522688753405,0.1788354890377088
